A	Coef.CD24HvsEpCAM	Coef.CD24LvsEpCAM	Coef.AirwayvsEpCAM	Coef.CD24HvsCD24L	t.CD24HvsEpCAM	t.CD24LvsEpCAM	t.AirwayvsEpCAM	t.CD24HvsCD24L	p.value.CD24HvsEpCAM	p.value.CD24LvsEpCAM	p.value.AirwayvsEpCAM	p.value.CD24HvsCD24L	Res.CD24HvsEpCAM	Res.CD24LvsEpCAM	Res.AirwayvsEpCAM	Res.CD24HvsCD24L	Genes.ENTREZID	Genes.GENENAME	Genes.SYMBOL	Genes.TXCHROM	Genes.TXSTART	Genes.TXEND
19419	-0.834490344682386	0.914753408175266	3.05592993029362	1.98534166923444	-2.14117652211835	0	3.27808613510889	1.61272852876234	-2.13422837144511	0.557721348721372	0.00415533185409796	0.0691456021114616	0.0292841761331614	0	1	0	0	19419	RAS guanyl releasing protein 1	Rasgrp1	chr2	117279993	117342877
21825	9.36606926442147	1.54043569766626	-0.24874995441955	0.645842871623357	1.78918565208581	3.0949681365442	0	0	4.52260488850287	0.00562897280350109	0.999323502117625	0.980285345675955	0.0005423586894652	1	0	0	1	21825	thrombospondin 1	Thbs1	chr2	118111876	118127133
71313	2.59660307087015	6.94127009857329	3.45285417646019	5.19706213751674	3.48841592211309	11.0959018481622	4.26270721327772	7.78426386339648	9.22273495499461	3.04073281396546e-07	0.000822648580271888	7.37991458953973e-06	1.58457959371244e-06	1	1	1	1	71313	fibrous sheath-interacting protein 1	Fsip1	chr2	118204888	118256966
27103	4.91686738524696	-2.28759700299587	-1.24027558914994	-1.76393629607291	-1.04732141384593	-11.9265245198214	-2.40013240230224	-8.80732862789432	-0.410940970776966	1.44982273515575e-07	0.0185738050855779	2.39563999084904e-06	0.344862209088221	-1	0	-1	0	27103	eukaryotic translation initiation factor 2 alpha kinase 4	Eif2ak4	chr2	118388617	118428213
20813	6.45525587206171	0.0447075659293867	-0.554231372113084	-0.254761903091849	0.598938938042471	0	0	0	0	0.999999727268268	0.99963239050327	0.999998628676518	0.999253144168388	0	0	0	0	20813	signal recognition particle 14	Srp14	chr2	118475843	118479696
171543	5.94153788295353	-0.859887635001019	-0.800010058486782	-0.8299488467439	-0.0598775765142365	0	0	0	0	0.851795266208044	0.92338093248334	0.923182045160094	0.999990242465556	0	0	0	0	171543	BCL2 modifying factor	Bmf	chr2	118528757	118547560
12236	2.34106454378569	-1.87776391888824	-1.43733290541388	-1.65754841215106	-0.440431013474361	-4.16377132823884	-2.0842709509004	-3.86464049488519	0	0.000954182762283869	0.0317746389901354	0.00154815635470398	0.976607145241771	-1	0	-1	0	12236	BUB1B, mitotic checkpoint serine/threonine kinase	Bub1b	chr2	118598211	118641592
214230	3.93857891008719	2.42219032686862	2.28025966836007	2.35122499761435	0.141930658508548	6.77579688231172	5.95765988150119	6.79592918679453	0	2.36115475249392e-05	6.79765514118904e-05	2.30280028342394e-05	0.999917204179376	1	1	1	0	214230	p21 protein (Cdc42/Rac)-activated kinase 6	Pak6	chr2	118663577	118698020
383787	1.28648362986444	0.662190917367777	0.837546167918109	0.749868542642943	-0.175355250550331	0	0	0	0	0.706165133756708	0.603387267884592	0.666121077362658	0.939813076808742	0	0	0	0	383787	ankyrin repeat domain 63	Ankrd63	chr2	118699103	118703963
18796	1.01622150140154	0.407278868145264	0.93748584593757	0.672382357041417	-0.530206977792306	0	0	0	0	0.895188592072453	0.554685085287705	0.783704834748372	0.862558940863579	0	0	0	0	18796	phospholipase C, beta 2	Plcb2	chr2	118707517	118728438
100043272	4.70241184497941	-0.489159412317004	-0.326205078983921	-0.407682245650462	-0.162954333333083	0	0	0	0	0.998854986166811	0.999806574118249	0.999854203884732	0.99996271946374	0	0	0	0	100043272	InaF motif containing 2	Inafm2	chr2	118745758	118748810
214239	4.20243006211742	0.261678583739668	0.168528484430759	0.215103534085213	0.0931500993089092	0	0	0	0	0.998757673972699	0.999254843783977	0.999616931111043	0.999767238655063	0	0	0	0	214239	RIKEN cDNA A430105I19 gene	A430105I19Rik	chr2	118754145	118762661
214240	2.06057765602619	0.998642262928422	0.989701031403022	0.994171647165722	0.00894123152539983	0	0	0	0	0.503755117378311	0.51049269768203	0.506070928239987	0.997756532384523	0	0	0	0	214240	dispatched RND tramsporter family member 2	Disp2	chr2	118779719	118795175
51944	1.03205840359434	-0.488885476119407	0.800376252413329	0.155745388146961	-1.28926172853274	0	0	0	-0.665958032132579	0.854964262980116	0.67764252490279	0.979509078221385	0.260377904774091	0	0	0	0	51944	kinetochore-localized astrin/SPAG5 binding	Knstrn	chr2	118814003	118836212
56357	6.47271938755833	-0.563787364136781	-0.255360002791808	-0.409573683464294	-0.308427361344973	0	0	0	0	0.998928987920449	0.999981431826203	0.999962069793735	0.999963719180037	0	0	0	0	56357	isovaleryl coenzyme A dehydrogenase	Ivd	chr2	118862000	118881357
228536	5.41032470051773	0.473572000789166	-0.133125904700421	0.170223048044373	0.606697905489587	0	0	0	0	0.999802620585794	0.999995429479909	0.999998420210988	0.998279804978196	0	0	0	0	228536	bromo adjacent homology domain containing 1	Bahd1	chr2	118901615	118924524
72136	3.14370973258589	-0.510764427086355	-0.622988211699405	-0.56687631939288	0.112223784613049	0	0	0	0	0.97402891124781	0.926759542836052	0.974456047536792	0.998200251526158	0	0	0	0	72136	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 14	Chst14	chr2	118926497	118928583
269336	3.4823797565981	-0.0885479302191543	-0.22053410247491	-0.154541016347032	0.131986172255756	0	0	0	0	0.9999848755245	0.999880952793438	0.999986848131302	0.999960496720306	0	0	0	0	269336	coiled-coil domain containing 32	Ccdc32	chr2	119017779	119029393
271842	1.11887767135006	-0.843494911450046	-0.22443830931948	-0.533966610384763	-0.619056602130566	0	0	0	0	0.701606842511331	0.990848133150986	0.95951743274083	0.883879554905513	0	0	0	0	271842	RNA pseudouridylate synthase domain containing 2	Rpusd2	chr2	119034790	119042197
76464	-0.4736670983265	-0.210307930009239	1.26766667801036	0.528679374000561	-1.4779746080196	0	0.297164170652583	0	-0.53650994171467	0.902942750595668	0.401374052764322	0.755917503907136	0.311269859322122	0	0	0	0	76464	kinetochore scaffold 1	Knl1	chr2	119047119	119104121
19361	0.278670578776448	-0.207110398297622	0.591212763511935	0.192051182607157	-0.798323161809557	0	0	0	0	0.972492108345231	0.854310947131288	0.985490040553787	0.703905356753587	0	0	0	0	19361	RAD51 recombinase	Rad51	chr2	119112817	119133599
67809	5.48219458688387	1.59355092130856	0.130735938626904	0.862143429967734	1.46281498268166	4.80858003261145	0	0	3.73918558148624	0.000350237133087314	0.999971216238594	0.875936420380887	0.00190282626829945	1	0	0	1	67809	regulator of microtubule dynamics 3	Rmdn3	chr2	119136998	119157034
320415	0.317504559363267	3.72151409626021	2.37528263474835	3.04839836550428	1.34623146151185	5.41981466366352	2.49563587787389	4.12281969657379	0.982266601909197	0.000144369737961923	0.015821080876177	0.00102361011793028	0.174517210749288	1	0	1	0	320415	GTP cyclohydrolase I feedback regulator	Gchfr	chr2	119167788	119172389
69408	2.92247269060567	0.402549725715502	0.827934033750775	0.615241879733138	-0.425384308035273	0	0	0	0	0.997499264531807	0.836478262082907	0.986514323960896	0.998205173068209	0	0	0	0	69408	DnaJ heat shock protein family (Hsp40) member C17	Dnajc17	chr2	119172500	119208795
623781	0.471213221582774	-0.665077716639853	0.100712877674399	-0.282182419482727	-0.765790594314252	0	0	0	0	0.739122222211782	0.975729966616293	0.942833169733408	0.6732307783118	0	0	0	0	623781	predicted gene 14137	Gm14137	chr2	119174509	119177575
72008	4.52646667616507	0.220168709562335	0.149692396358923	0.18493055296063	0.0704763132034119	0	0	0	0	0.999935645187664	0.999957627116391	0.999983125344194	0.999989080135942	0	0	0	0	72008	zinc finger, FYVE domain containing 19	Zfyve19	chr2	119208720	119217050
72112	2.08828066406911	3.47823900318502	4.20870548785435	3.84347224551969	-0.730466484669328	6.82341183436838	8.9243283376555	8.1444965541168	0	2.23595237296247e-05	2.14939448951015e-06	4.85230922221987e-06	0.910533838793016	1	1	1	0	72112	protein phosphatase 1, regulatory (inhibitor) subunit 14D	Ppp1r14d	chr2	119218119	119229865
20732	6.91963156882562	0.224079962162389	0.425279238098078	0.324679600130233	-0.201199275935689	0	0	0	0	0.999996450225713	0.999951911054744	0.999996468127032	0.999997379168616	0	0	0	0	20732	serine protease inhibitor, Kunitz type 1	Spint1	chr2	119237360	119249513
228543	2.50423243056283	4.07839264601896	5.51428651670594	4.79633958136245	-1.43589387068698	7.67682082031534	11.487753077282	9.79449684035483	-2.53744676282014	8.18255965389107e-06	2.12599634591599e-07	9.27550746514584e-07	0.0146735576854254	1	1	1	0	228543	ras homolog family member V	Rhov	chr2	119269201	119271226
228545	4.20690538317902	-0.30102261168522	-0.308721505024383	-0.304872058354801	0.00769889333916218	0	0	0	0	0.999099400396699	0.998647214981759	0.999612531903878	0.999988085605145	0	0	0	0	228545	VPS18 CORVET/HOPS core subunit	Vps18	chr2	119288742	119295487
54485	2.77991809317274	0.735005637247779	1.00591784447514	0.87046174086146	-0.270912207227362	0	0.00932303347345812	0	0	0.669667449756332	0.501407868348377	0.592278711512256	0.913463427609485	0	0	0	0	54485	delta like canonical Notch ligand 4	Dll4	chr2	119325784	119335666
69065	0.466878590583462	-0.607562911030953	0.449302350052749	-0.079130280489102	-1.0568652610837	0	0	0	-0.173267144534665	0.864437585830685	0.945275214124189	0.997435632816234	0.432982521588844	0	0	0	0	69065	ChaC, cation transport regulator 1	Chac1	chr2	119351242	119354327
68142	5.47927332035878	0.0741268537282815	0.35342813075152	0.213777492239901	-0.279301277023238	0	0	0	0	0.999996564361711	0.99989909702789	0.999994137960625	0.999963879970267	0	0	0	0	68142	INO80 complex subunit	Ino80	chr2	119373042	119477629
241624	1.02162914176097	0.26612534521586	0.050507682941195	0.158316514078528	0.215617662274665	0	0	0	0	0.991728993031986	0.998537181080644	0.997895097370487	0.993891128876907	0	0	0	0	241624	exonuclease 3'-5' domain containing 1	Exd1	chr2	119519404	119547627
56398	6.14308841744474	-1.36199109028689	-0.916471910752025	-1.13923150051946	-0.445519179534861	-3.61117232832173	0	-1.61929299893588	0	0.00235298550584894	0.788124515596845	0.0681209597704278	0.999849974818818	-1	0	0	0	56398	calcineurin-like EF hand protein 1	Chp1	chr2	119547707	119586219
66602	4.48323460402824	0.148805844481504	-0.409258612865636	-0.130226384192066	0.55806445734714	0	0	0	0	0.998846207719434	0.984504460945614	0.999499440015333	0.958876334168134	0	0	0	0	66602	RIKEN cDNA 1700020I14 gene	1700020I14Rik	chr2	119594296	119600744
108907	0.632631885684997	-0.820693615116711	0.197558880309003	-0.311567367403854	-1.01825249542571	0	0	0	-0.0461787051116006	0.669636130255914	0.976986867240138	0.969900676874752	0.482260372131504	0	0	0	0	108907	nucleolar and spindle associated protein 1	Nusap1	chr2	119618298	119650160
69702	3.17758442564068	-0.0299755426155315	0.189233452047482	0.0796289547159752	-0.219208994663013	0	0	0	0	0.99995925051452	0.999532258374392	0.999955730540959	0.99949653210345	0	0	0	0	69702	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 1	Ndufaf1	chr2	119655451	119662798
625328	1.57043480476069	-0.0630845878474895	0.054444608591677	-0.00431998962790625	-0.117529196439166	0	0	0	0	0.99161537732829	0.991855536887237	0.999634403264201	0.983256771308524	0	0	0	0	625328	H3 histone, family 3C	H3f3c	NA	NA	NA
76246	5.16961803954425	-0.138381309111469	0.0997941992106517	-0.0192935549504085	-0.23817550832212	0	0	0	0	0.999998420712546	0.999998919313486	0.999999955857736	0.999994740732576	0	0	0	0	76246	RTF1, Paf1/RNA polymerase II complex component	Rtf1	chr2	119675068	119705643
228550	4.31882902872154	6.13338563379661	2.73194498021508	4.43266530700585	3.40144065358154	10.9646165825816	3.48285093688133	7.43087843723572	8.52378559897397	3.33661156385726e-07	0.00292609418842136	1.09122802434165e-05	3.2243886212515e-06	1	1	1	1	228550	inositol 1,4,5-trisphosphate 3-kinase A	Itpka	chr2	119742337	119751253
17005	3.60673654113233	3.22618629356375	1.42541167371316	2.32579898363845	1.80077461985059	11.1990827779668	1.91882157068664	6.77589988575397	5.14781281808136	2.62814763126075e-07	0.0418852949786109	2.36061354167369e-05	0.000211673976852147	1	0	1	1	17005	leukocyte tyrosine kinase	Ltk	chr2	119751326	119754673
68925	4.93913785627307	0.818915442313328	0.274053691709621	0.546484567011474	0.544861750603707	0	0	0	0	0.924745297664918	0.999925053599985	0.999240872406291	0.998667727803144	0	0	0	0	68925	RNA polymerase II associated protein 1	Rpap1	chr2	119763959	119787512
22174	5.67648137462651	2.1366066390902	3.38015882726824	2.75838273317922	-1.24355218817803	7.88130662829803	16.6642496399086	13.3870015068264	-2.10507940808837	6.43655225252467e-06	5.82437918770541e-09	4.82935888670283e-08	0.0306804229823155	1	1	1	0	22174	TYRO3 protein tyrosine kinase 3	Tyro3	chr2	119797740	119818103
29808	6.3046113586647	0.226219731602042	0.2544456097438	0.24033267067292	-0.0282258781417584	0	0	0	0	0.999348483155716	0.999099723648751	0.999716852526833	0.99995577520011	0	0	0	0	29808	MAX gene associated	Mga	chr2	119872551	119917950
26390	6.66263294606265	0.0129291740108135	-1.3480089492396	-0.667539887614393	1.36093812325041	0	-3.50962125350217	0	3.6481474590806	0.999999888528932	0.0027881632817319	0.998722127512976	0.00221259532056757	0	-1	0	1	26390	mitogen-activated protein kinase binding protein 1	Mapkbp1	chr2	119972699	120027403
433466	3.53141237202655	0.201394775894434	-0.642314605573714	-0.22045991483964	0.843709381468147	0	0	0	0	0.99950918051373	0.943305268177677	0.99963317442386	0.776083707336047	0	0	0	0	433466	jumonji domain containing 7	Jmjd7	chr2	120027483	120034670
211429	3.64564658893533	0.497039481749828	-0.209075638675008	0.14398192153741	0.706115120424836	0	0	0	0	0.995961103278881	0.999501983125164	0.999942484052724	0.950728612111897	0	0	0	0	211429	phospholipase A2, group IVB (cytosolic)	Pla2g4b	chr2	120033433	120043032
640524	0.980850343259536	0.670747138001897	0.493500383045443	0.58212376052367	0.177246754956454	0	0	0	0	0.746213931806562	0.832507010643246	0.817212129071797	0.961642911577433	0	0	0	0	640524	spectrin beta, non-erythrocytic 5	Sptbn5	NA	NA	NA
98878	6.84352700623971	0.0460515424351442	0.353103351459278	0.199577446947211	-0.307051809024133	0	0	0	0	0.997924825769691	0.971187182642926	0.994350205776568	0.978398349346868	0	0	0	0	98878	EH-domain containing 4	Ehd4	chr2	120089487	120154575
271844	2.64118548362598	-5.5623019905376	-4.30979817302694	-4.93605008178227	-1.25250381751066	-13.3901098449671	-11.6289475875031	-16.8168584981306	-0.603475874027746	4.95671630977539e-08	1.85962521859168e-07	5.4090925532793e-09	0.279920452713164	-1	-1	-1	0	271844	phospholipase A2, group IVF	Pla2g4f	chr2	120299957	120314165
269338	5.81123090185152	-1.01330665079086	-1.08218956724412	-1.04774810901749	0.0688829164532585	-0.137306871178367	-0.82458987771676	-0.567829165857623	0	0.446747449942463	0.214352328602263	0.291294744854542	0.999998773359729	0	0	0	0	269338	VPS39 HOPS complex subunit	Vps39	chr2	120316461	120353133
211499	5.80690568416612	-0.547348892470655	0.671115303288192	0.0618832054087681	-1.21846419575885	0	0	0	-1.22085543265407	0.983990480462951	0.954105495303312	0.999960934570762	0.124978331995021	0	0	0	0	211499	transmembrane protein 87A	Tmem87a	chr2	120355309	120371632
76051	4.50001103485948	0.440107619981511	0.182300633926676	0.311204126954093	0.257806986054835	0	0	0	0	0.99974481143836	0.999981341899225	0.999978757188922	0.999973726364687	0	0	0	0	76051	glucosidase, alpha; neutral C	Ganc	chr2	120403896	120415590
12335	0.358563136303766	1.75587710133824	0.777168637033671	1.26652286918596	0.978708464304573	1.48540243243759	0	0.543556872810686	0	0.0841721146396321	0.652383027379459	0.299751487461125	0.518578621299638	0	0	0	0	12335	calpain 3	Capn3	chr2	120455993	120504919
20402	7.05297560850808	-0.444649203777428	-0.437886692857702	-0.441267948317565	-0.00676251091972624	0	0	0	0	0.999962581905149	0.999964573059812	0.999989338011323	0.999999973200033	0	0	0	0	20402	zinc finger protein 106	Zfp106	chr2	120506830	120563831
20619	5.2365969802188	-0.983187831558286	-0.382753279204649	-0.682970555381468	-0.600434552353637	0	0	0	0	0.53284739537839	0.99483118212242	0.954940705945604	0.96039340624352	0	0	0	0	20619	synaptosomal-associated protein 23	Snap23	chr2	120567671	120600722
66606	3.68817954762769	-0.665686905789495	-0.484426267472715	-0.575056586631105	-0.181260638316781	0	0	0	0	0.990101884301725	0.99898436096679	0.998899881777527	0.999957843194977	0	0	0	0	66606	leucine rich repeat containing 57	Lrrc57	chr2	120604238	120609315
66296	3.63606950875943	-0.306497017194558	-0.215952743608529	-0.261224880401544	-0.0905442735860298	0	0	0	0	0.997678780958885	0.998642703385537	0.999340254147264	0.999605715447512	0	0	0	0	66296	HAUS augmin-like complex, subunit 2	Haus2	chr2	120609382	120621559
68968	4.48873388808597	0.435609969583807	0.331378854187576	0.383494411885692	0.104231115396232	0	0	0	0	0.99898850659416	0.999577871896276	0.999747036463748	0.999977790226609	0	0	0	0	68968	congenital dyserythropoietic anemia, type I (human)	Cdan1	chr2	120716154	120721078
140810	5.24697054659684	1.81066752525645	1.28724230525089	1.54895491525367	0.523425220005563	3.39967707735684	1.16807412923312	2.52489993932056	0	0.00335450541848823	0.134845696791396	0.0149936356674318	0.975271761526142	1	0	0	0	140810	tau tubulin kinase 2	Ttbk2	chr2	120732817	120850418
22222	6.51611744953904	-2.046385797632	-1.25394727649608	-1.65016653706404	-0.79243852113592	-4.55487646216625	-1.12001572958801	-3.31912401717044	0	0.000515988715193946	0.14435547586639	0.00384362594983212	0.801860042935105	-1	0	-1	0	22222	ubiquitin protein ligase E3 component n-recognin 1	Ubr1	chr2	120860276	120970715
96957	4.68295090333697	-1.08859242171197	-0.599184293126753	-0.843888357419364	-0.489408128585221	-0.784150098417166	0	0	0	0.225501891111225	0.997482577464449	0.933571793339366	0.999200037032689	0	0	0	0	96957	transmembrane protein 62	Tmem62	chr2	120977062	121007842
17151	5.40118426170989	0.336178787867301	-0.118927176589303	0.108625805638999	0.455105964456603	0	0	0	0	0.999964218856328	0.999995813819163	0.999999166780461	0.999800634580461	0	0	0	0	17151	cyclin D-type binding-protein 1	Ccndbp1	chr2	121008408	121016912
329504	3.15453801008065	-0.855447908703085	-0.508106638119352	-0.681777273411218	-0.347341270583732	0	0	0	0	0.781838943379476	0.989497001453657	0.96932312887673	0.996611770999194	0	0	0	0	329504	leucine carboxyl methyltransferase 2	Lcmt2	chr2	121137292	121140698
75894	3.05518579584	-1.39888884363392	-0.376676438204854	-0.887782640919387	-1.02221240542907	-2.62060323889847	0	0	-0.138494070437555	0.0127176161762508	0.999424489697271	0.810921783290958	0.446290305777039	-1	0	0	0	75894	adenosine deaminase-like	Adal	chr2	121140428	121145514
99334	4.74304681638265	-0.546205040460883	-0.32039417581355	-0.433299608137217	-0.225810864647333	0	0	0	0	0.998458137777653	0.999901727290666	0.999886045389407	0.999960109908885	0	0	0	0	99334	zinc finger SCAN domains 29	Zscan29	chr2	121158273	121171125
51885	4.0837858158584	-0.34339491276171	-0.618956125746589	-0.481175519254149	0.275561212984879	0	0	0	0	0.999746111186799	0.98839781603359	0.999397452034262	0.999759475423369	0	0	0	0	51885	tubulin, gamma complex associated protein 4	Tubgcp4	chr2	121171168	121194211
27223	6.28088539700373	0.907815948071058	0.235941289519467	0.571878618795263	0.671874658551591	0	0	0	0	0.802407570709607	0.999985953852911	0.999577288306097	0.995052959170237	0	0	0	0	27223	transformation related protein 53 binding protein 1	Trp53bp1	chr2	121193263	121211975
17754	3.39420419808552	4.32605744149292	1.54250001761204	2.93427872955248	2.78355742388088	10.810285574761	1.54740720823051	6.26017056461381	7.72755658988675	3.69095552452832e-07	0.0763100140149804	4.55802828389697e-05	7.65483548587275e-06	1	0	1	1	17754	microtubule-associated protein 1 A	Map1a	chr2	121289602	121310832
327655	5.80819243627148	0.666420988885979	-0.00715521776788908	0.329632885559045	0.673576206653868	0	0	0	0	0.997435049710983	0.999999920947376	0.999994754209033	0.996925481861784	0	0	0	0	327655	diphosphoinositol pentakisphosphate kinase 1	Ppip5k1	chr2	121310561	121334577
12716	6.01200787692654	1.70218197165921	0.753325897380244	1.22775393451973	0.948856074278966	7.35224868059991	0	2.67159902886005	0	1.17800335721056e-05	0.984581169996848	0.011648766945174	0.704298312657331	1	0	0	0	12716	creatine kinase, mitochondrial 1, ubiquitous	Ckmt1	chr2	121357800	121363737
212670	1.44687083070304	0.645570060696013	0.187142667876984	0.416356364286499	0.458427392819029	0	0	0	0	0.913147861204298	0.994512976979652	0.986860966346036	0.976145964325017	0	0	0	0	212670	cation channel, sperm associated 2	Catsper2	chr2	121392631	121410206
14827	9.06373769193269	-0.048000226406149	0.104279608505507	0.0281396910496792	-0.152279834911656	0	0	0	0	0.999980298682639	0.999952118502485	0.999996597321758	0.999916187564605	0	0	0	0	14827	protein disulfide isomerase associated 3	Pdia3	chr2	121413902	121438686
269344	1.50319741505886	-0.721961189224621	-0.546632210872067	-0.634296700048344	-0.175328978352554	0	0	0	0	0.771676027322566	0.875970011681603	0.8682412188491	0.976144501972674	0	0	0	0	269344	elongation factor RNA polymerase II-like 3	Ell3	chr2	121439027	121442861
378702	4.58014028251498	-0.456164150848998	-0.342609385162301	-0.39938676800565	-0.113554765686698	0	0	0	0	0.999239492359558	0.999753757433405	0.999864924986953	0.999977811637998	0	0	0	0	378702	small EDRK-rich factor 2	Serf2	chr2	121449198	121453420
574418	2.04745344379041	0.249237869045063	0.195655325443979	0.222446597244521	0.0535825436010846	0	0	0	0	0.993839972795298	0.994571872678468	0.997162799413297	0.999179701970121	0	0	0	0	574418	serine incorporator 4	Serinc4	chr2	121451177	121456764
67693	5.44185553185859	-0.118920761837466	0.0868426217166069	-0.0160390700604296	-0.205763383554073	0	0	0	0	0.999990674001276	0.999993230771716	0.999999703278243	0.999974169109754	0	0	0	0	67693	huntingtin interacting protein K	Hypk	chr2	121457088	121458440
100034361	2.35862547002981	-0.146048472712832	-0.0292866482534793	-0.0876675604831556	-0.116761824459353	0	0	0	0	0.998217114377184	0.999622847536746	0.999573885518739	0.998471237862932	0	0	0	0	100034361	microfibrillar-associated protein 1B	Mfap1b	chr2	121461666	121474023
67532	3.86332933386127	-0.535666450658519	-0.248074606980213	-0.391870528819366	-0.287591843678306	0	0	0	0	0.963542300535858	0.995342927082891	0.993830478853021	0.992740169493598	0	0	0	0	67532	microfibrillar-associated protein 1A	Mfap1a	chr2	121492681	121506656
241627	2.20157272994322	-1.21041823222688	-0.0595113100452709	-0.634964771136076	-1.15090692218161	-1.03669392178013	0	0	-0.726967853848878	0.16206646056774	0.999872191198935	0.975634691957079	0.2419022009027	0	0	0	0	241627	WD repeat domain 76	Wdr76	chr2	121506723	121532789
228564	-0.410509988516207	3.77216207027356	1.72827931768414	2.75022069397885	2.04388275258943	5.62613856096027	1.28829478870824	3.54509532547702	2.69766528387256	0.00010801917907956	0.113569778566403	0.00263625141481734	0.0111440895512356	1	0	1	0	228564	FERM domain containing 5	Frmd5	chr2	121545529	121765108
319996	5.79610105212299	0.0738584995967031	0.122828501050343	0.0983435003235229	-0.0489700014536396	0	0	0	0	0.999473438914529	0.998945144399098	0.999702802300311	0.999657598887509	0	0	0	0	319996	cancer susceptibility candidate 4	Casc4	chr2	121866970	121900208
329506	4.5636110143413	-0.699631657976046	-0.0640591870691907	-0.381845422522618	-0.635572470906856	0	0	0	0	0.844699692313224	0.998183836347	0.986617828523087	0.884330635362414	0	0	0	0	329506	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2	Ctdspl2	chr2	121956001	121990394
78655	2.86034289985958	-0.0399070710558744	0.634010477121494	0.29705170303281	-0.673917548177369	0	0	0	0	0.999617765096732	0.934827587008722	0.9974034415683	0.92005688001682	0	0	0	0	78655	eukaryotic translation initiation factor 3, subunit J1	Eif3j1	chr2	122028580	122053632
214585	5.16987428455396	-0.0398426030523558	-0.0883312193845711	-0.0640869112184639	0.0484886163322154	0	0	0	0	0.999996883188231	0.999990043196269	0.999998309614202	0.999995527278345	0	0	0	0	214585	SPG11, spatacsin vesicle trafficking associated	Spg11	chr2	122053526	122118386
12010	8.04689636219624	-1.18737616073882	-0.221840966918458	-0.704608563828641	-0.965535193820366	-1.00529120543083	0	0	0	0.169151166046377	0.999109773715901	0.951809827722824	0.571461541554846	0	0	0	0	12010	beta-2 microglobulin	B2m	chr2	122147687	122153082
670832	0.653914146053221	-1.83563083514761	-0.203631956820267	-1.01963139598394	-1.63199887832735	-1.81684766585382	0	-0.0554829008786435	-1.33277463127865	0.0495910697604427	0.971833249622207	0.478515124277131	0.106106863445953	0	0	0	0	670832	ribosomal protein S12, pseudogene 10	Rps12-ps10	NA	NA	NA
20322	6.51510308984185	0.461196304337316	-1.55738834816322	-0.548096021912952	2.01858465250053	0	-3.97505906875078	0	7.30581540076354	0.998998514674273	0.00129314323205158	0.998524548027171	1.24407771811906e-05	0	-1	0	1	20322	sorbitol dehydrogenase	Sord	chr2	122234839	122265337
435684	-0.0701948776453128	-3.70865375304911	-1.52948150918715	-2.61906763111813	-2.17917224386196	-3.27252518202758	-0.831275081964351	-2.79767537668231	-1.28512218537376	0.00425766231928818	0.213846521749282	0.00942193008369372	0.116766304220882	-1	0	-1	0	435684	Src homology 2 domain containing F	Shf	chr2	122348892	122354131
214616	2.6577468943116	-0.273582795144095	-0.607803415967688	-0.440693105555892	0.334220620823593	0	0	0	0	0.999040413080395	0.964521954107981	0.99742028296851	0.996814775888327	0	0	0	0	214616	spermatogenesis associated 5-like 1	Spata5l1	chr2	122630625	122632704
22785	4.66517566499995	-1.06870745959658	-0.539289727877959	-0.80399859373727	-0.529417731718623	-0.351895465184138	0	0	0	0.366085185135433	0.980952416539247	0.869193277250549	0.977602902444361	0	0	0	0	22785	solute carrier family 30 (zinc transporter), member 4	Slc30a4	chr2	122681233	122702663
18457	4.30832846114183	-0.126092973237297	-0.160882381832052	-0.143487677534675	0.0347894085947553	0	0	0	0	0.999964694114134	0.99992365129235	0.999984439703752	0.999989568592818	0	0	0	0	18457	biogenesis of lysosomal organelles complex-1, subunit 6, pallidin	Bloc1s6	chr2	122738505	122749487
59010	5.88315958592762	0.142945355408842	-0.186968052182072	-0.0220113483866147	0.329913407590914	0	0	0	0	0.999986728979911	0.999972345932966	0.999999529393892	0.999877314733928	0	0	0	0	59010	sulfide quinone oxidoreductase	Sqor	chr2	122765359	122809551
214968	3.5921321632548	1.11969547265711	1.30934928506584	1.21452237886147	-0.189653812408729	0.259922999690755	0.657786636753134	0.507967677970938	0	0.400559263429952	0.263013636305604	0.311392703846256	0.973697101484981	0	0	0	0	214968	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	Sema6d	chr2	124089969	124667789
17876	3.35860613205763	-1.44829613913481	-0.787197561448882	-1.11774685029185	-0.661098577685931	-2.7693983385998	0	-0.893523540291742	0	0.00984365579076424	0.898936968528948	0.196215585937715	0.957272400488846	-1	0	0	0	17876	myelin basic protein expression factor 2, repressor	Myef2	chr2	125086271	125123660
110074	3.89007237532304	-0.476795060652595	0.354861065047644	-0.0609669978024754	-0.831656125700238	0	0	0	0	0.99401973585846	0.998671511684735	0.999978347577093	0.830864366750628	0	0	0	0	110074	deoxyuridine triphosphatase	Dut	chr2	125247248	125259049
14118	4.93996959787875	-2.5068045386677	-0.895211801180764	-1.70100816992423	-1.61159273748693	-5.05982694281875	0	-3.02279312154086	-1.97502470885502	0.000240985660451887	0.65316780194089	0.00636924494791881	0.0381556148267018	-1	0	-1	0	14118	fibrillin 1	Fbn1	chr2	125300594	125506438
