A	Coef.BasalvsNon	Coef.BasalvsAirway	Coef.BasalvsEpCAM	t.BasalvsNon	t.BasalvsAirway	t.BasalvsEpCAM	p.value.BasalvsNon	p.value.BasalvsAirway	p.value.BasalvsEpCAM	Res.BasalvsNon	Res.BasalvsAirway	Res.BasalvsEpCAM	Genes.ENTREZID	Genes.GENENAME	Genes.SYMBOL	Genes.TXCHROM	Genes.TXSTART	Genes.TXEND
214133	5.71379786601553	0.333287742618205	0.541780089021108	0.424056859286261	0	0	0	0.999984775891355	0.999779189906668	0.999875617560504	0	0	0	214133	tet methylcytosine dioxygenase 2	Tet2	chr3	133463677	133471817
319478	1.75484713987788	-1.04369564585174	0.577420738326656	5.2608519815587	-0.223871932710801	0	5.58676977664024	0.412992600542832	0.946557576179172	2.99892974322749e-05	0	0	1	319478	CXXC finger 4	Cxxc4	chr3	134236495	134262089
229841	1.80751132690287	1.13057619737217	3.58214564035448	3.423897893232	0.881322670457797	10.561600495761	7.3171828895532	0.19626952285374	1.71145039349993e-08	1.56389295607081e-06	0	1	1	229841	centromere protein E	Cenpe	chr3	135212563	135273540
67006	5.54724759267311	-0.333652014840561	-0.551324641809932	-1.03497111872004	0	0	-0.237119609046351	0.999828281576388	0.998237263263657	0.407943147516832	0	0	0	67006	CDGSH iron sulfur domain 2	Cisd2	chr3	135406412	135423433
319587	1.61300293538415	-0.0983906398297816	-0.714424539961887	-0.763589149411753	0	0	0	0.999826646933247	0.929407574095723	0.846805398292688	0	0	0	319587	RIKEN cDNA 4930539J05 gene	4930539J05Rik	chr3	135436221	135438665
66105	7.50385958507524	0.130906976411676	0.041655536268987	-0.214628724422194	0	0	0	0.996244920825228	0.99958652693388	0.992536869460869	0	0	0	66105	ubiquitin-conjugating enzyme E2D 3	Ube2d3	chr3	135438297	135467178
110173	4.49420886770711	-0.303888010219774	0.494025687009363	-0.39910744112519	0	0	0	0.999999216144665	0.999964444995908	0.999985543494954	0	0	0	110173	mannosidase, beta A, lysosomal	Manba	chr3	135485611	135512829
668745	3.45539785779341	-0.569703418150372	-2.30206045949736	-3.04891020479068	0	-13.5260012294389	-20.3542212129234	0.99915356038231	6.50387216365875e-10	2.32802667626691e-12	0	-1	-1	668745	ornithine decarboxylase antizyme 2, pseudogene	Oaz2-ps	NA	NA	NA
18033	6.8750544039425	0.0745096765351443	0.575933306905908	0.516860288974399	0	0	0	0.999999997810953	0.999993001482952	0.999991718602737	0	0	0	18033	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	Nfkb1	chr3	135584655	135603851
67547	5.6153051698632	-3.99119239471044	-2.3750412174149	-6.39392031922745	-17.8586956822647	-8.32497673360874	-32.0884652143447	1.44562746010491e-11	3.38381628196111e-07	3.7113634597961e-15	-1	-1	-1	67547	solute carrier family 39 (metal ion transporter), member 8	Slc39a8	chr3	135825279	135888572
19055	6.32912321077561	0.599206512156172	0.0172176782802138	0.195370742306228	0	0	0	0.99872059097051	0.999999990447902	0.999997857128948	0	0	0	19055	protein phosphatase 3, catalytic subunit, alpha isoform	Ppp3ca	chr3	136670066	136937727
59308	-0.0130464782119401	-3.17604604441622	-9.49496690361782	-8.58101249249944	-1.56079607732863	-7.52954445142008	-6.50284734546063	0.0747546414204535	1.20636520372121e-06	6.32260016937308e-06	0	-1	-1	59308	endomucin	Emcn	chr3	137341078	137421912
73284	2.26222316445184	-0.576412818536215	-2.06170336558537	0.151539634142244	0	-6.38070938307882	0	0.981698537273129	7.29523359734259e-06	0.997538358272708	0	-1	0	73284	DNA-damage-inducible transcript 4-like	Ddit4l	chr3	137623672	137628332
51788	2.84701424167288	0.177226178733003	-1.66169431494082	-1.92016514210094	0	-3.02853671696344	-3.72965038624662	0.995943681112445	0.00437317879364567	0.00106332368356177	0	-1	-1	51788	H2A histone family, member Z	H2afz	chr3	137864487	137866922
70604	3.32526646819144	-0.358389876529525	-0.159400868865061	0.50041566745832	0	0	0	0.999975461298049	0.999998350324099	0.995425163171791	0	0	0	70604	DnaJ heat shock protein family (Hsp40) member B14	Dnajb14	chr3	137867675	137896029
56692	4.63222856670528	0.0369182970271842	-0.325579125840355	-0.510015793574169	0	0	0	0.999999997132769	0.999999840102242	0.999961386859028	0	0	0	56692	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3	Lamtor3	chr3	137918555	137928762
26377	4.42471391645946	-0.273628096208433	0.580344866045197	1.51192431393582	0	0	3.26332701415507	0.999997490499649	0.999388571265128	0.00272458452541839	0	0	1	26377	dual adaptor for phosphotyrosine and 3-phosphoinositides 1	Dapp1	chr3	137931007	137981549
17777	2.9104857799387	-0.419767294650188	-1.67167565916634	-0.350566230357585	0	-4.69015215605414	0	0.998782202258213	0.000159160581861123	0.996951672664254	0	-1	0	17777	microsomal triglyceride transfer protein	Mttp	chr3	138089855	138131377
108943	2.71347125353587	0.193787775915045	-0.167361005856558	1.04199487729179	0	0	0.221769011142909	0.999995170008476	0.999997689360046	0.413795628688694	0	0	0	108943	tRNA methyltransferase 10A	Trmt10a	chr3	138143517	138159820
11529	6.26207330129079	0.306379309978698	4.81874573739819	9.35134604162401	0	25.8041166930294	21.3364989163931	0.999784142493806	8.20633458360013e-14	1.25887911062063e-12	0	1	1	11529	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	Adh7	chr3	138217773	138232042
11522	5.43188492863471	-0.0329597666715546	2.55878734938571	1.2704046903235	0	6.95358131147719	1.20849671199039	0.999932435874143	2.80334070458535e-06	0.123112045609085	0	1	0	11522	alcohol dehydrogenase 1 (class I)	Adh1	chr3	138277645	138290691
69117	-2.25812155960923	-1.16076016418703	5.0331229454407	4.9326256976976	-1.12078930034337	15.1866523813368	10.9761257569452	0.140312055707141	1.35437021144678e-10	1.04253869755187e-08	0	1	1	69117	alcohol dehydrogenase 6A (class V)	Adh6a	chr3	138313286	138331134
11532	6.38806007748595	-0.794795853458958	0.200740164967105	0.26289072109344	0	0	0	0.97952250297412	0.999999961162722	0.999999222309222	0	0	0	11532	alcohol dehydrogenase 5 (class III), chi polypeptide	Adh5	chr3	138437200	138455499
75624	5.49336412404063	-0.169710150722825	0.595900444557377	0.59122259287769	0	0	0	0.999999999245477	0.999997461429904	0.999982895720627	0	0	0	75624	methionyl aminopeptidase 1	Metap1	chr3	138458960	138489382
13684	5.28441188467202	0.0475611860819267	0.428370746553354	0.353135714951114	0	0	0	0.999999381852503	0.999902040567996	0.999833807998477	0	0	0	13684	eukaryotic translation initiation factor 4E	Eif4e	chr3	138526191	138559696
56224	3.1329494639483	0.837385594183048	1.80180972732361	-0.138473922736132	0	5.70869452213313	0	0.911465366808456	2.3729682226532e-05	0.99999728565972	0	1	0	56224	tetraspanin 5	Tspan5	chr3	138742208	138904433
229877	5.22929350781547	0.525191827926762	0.767433961952297	0.456134683905975	0	0	0	0.99992244572104	0.990484699833645	0.999949505792753	0	0	0	229877	RAP1, GTP-GDP dissociation stimulator 1	Rap1gds1	chr3	138925897	139075201
22253	-1.40961062021573	-0.28407371262619	-5.77673793012429	-8.00973691902885	0	-7.65220925338456	-11.444483220771	0.87048146916208	9.38614664277044e-07	6.22254300542765e-09	0	-1	-1	22253	unc-5 netrin receptor C	Unc5c	chr3	141465564	141680798
12167	4.21718218689316	-0.868615191603427	0.44431973269301	5.89764829045307	0	0	7.28386452332287	0.75468006491896	0.995229761043562	1.67275909191441e-06	0	0	1	12167	bone morphogenetic protein receptor, type 1B	Bmpr1b	chr3	141837136	141931588
56376	6.05757504062669	0.232487035492414	0.0259135270154887	1.18747740861085	0	0	1.19992656528808	0.9999673479512	0.999999712942581	0.124717396417475	0	0	0	56376	PDZ and LIM domain 5	Pdlim5	chr3	142239585	142395696
229898	0.914818605141445	0.44062118783591	-0.83074233688332	0.0092040835475905	0	0	0	0.963240419118753	0.749281353030013	0.999432043432821	0	0	0	229898	guanylate binding protein 5	Gbp5	chr3	142496934	142522344
229900	3.07912459847432	-0.0996625943616429	-0.772696629868647	-0.331630301825854	0	0	0	0.999855325827298	0.886407917777812	0.993240250382752	0	0	0	229900	guanylate binding protein 7	Gbp7	chr3	142530336	142550151
55932	2.764536849175	-0.58858155399688	0.189269593199964	0.620607577570197	0	0	0	0.982483561666438	0.99944316839809	0.90304882415604	0	0	0	55932	guanylate binding protein 3	Gbp3	chr3	142560052	142573212
14469	3.76520409682247	1.14668249610063	0.745374765084584	0.748318714451802	0.942514331288766	0	0	0.180695686312954	0.947355747576073	0.899457862789609	0	0	0	14469	guanylate binding protein 2	Gbp2	chr3	142620663	142638008
229905	3.71822261585207	-0.65323117917727	-0.684945052069835	0.329532647002353	0	0	0	0.994534866512589	0.991756179074478	0.999222717470297	0	0	0	229905	kynurenine aminotransferase 3	Kyat3	chr3	142701048	142744911
229906	5.46686880124911	-0.375677875820346	-0.793599552816697	-0.295261934544982	0	0	0	0.999990831690415	0.980938424732027	0.999993409788543	0	0	0	229906	general transcription factor IIB	Gtf2b	chr3	142765247	142783605
109333	6.55045460068059	0.122735044792752	0.68385510025636	0.900015321608755	0	0	0	0.999667883629962	0.948837075810312	0.676568466445241	0	0	0	109333	protein kinase N2	Pkn2	chr3	142790902	142882004
320229	-0.638946717982128	-0.0496149683302898	-1.35093535671282	-0.622933428772904	0	-0.746214117123784	0	0.986215863955303	0.233829201175666	0.740687249486697	0	0	0	320229	RIKEN cDNA 9530052C20 gene	9530052C20Rik	NA	NA	NA
16911	6.65392974524705	0.700497017467284	1.62339230376	1.34516055304099	0	7.81677471715155	3.75532260719973	0.997655167784161	7.20518138901185e-07	0.00100980765127377	0	1	1	16911	LIM domain only 4	Lmo4	chr3	144188530	144202332
23908	5.71771273453511	0.597678906290272	0.446340613296899	-0.463801862860511	0	0	0	0.999842998473591	0.999997906236059	0.999989671962006	0	0	0	23908	heparan sulfate 2-O-sulfotransferase 1	Hs2st1	chr3	144431107	144570216
93684	7.75145082327286	-0.442754340637785	-0.749616737794512	-1.23209265113963	0	0	-2.0777302976825	0.999905187829628	0.989437722887362	0.0279865616191873	0	0	0	93684	selenoprotein F	Selenof	chr3	144570427	144597676
54673	6.45733140409546	0.162530796816731	0.103478443234581	0.742607789469429	0	0	0	0.999988814571135	0.999998855593601	0.952937726242165	0	0	0	54673	SH3-domain GRB2-like B1 (endophilin)	Sh3glb1	chr3	144683678	144696954
12722	0.265550894776869	1.59783744350768	3.56794157988287	5.8652529656513	2.46790093121887	7.30314054455887	6.75000931279508	0.0133013913697931	1.59938297403778e-06	3.98178919837698e-06	0	1	1	12722	chloride channel accessory 3A1	Clca3a1	chr3	144729677	144760977
80797	-0.856615656346185	1.57158506956878	4.51135688933012	7.10082737054014	4.04077630585879	14.7815483547118	15.0538085750171	0.000570094852911027	1.95564961828244e-10	1.55158819069999e-10	1	1	1	80797	chloride channel accessory 3A2	Clca3a2	chr3	144796559	144819494
229927	1.06685396261251	1.4594323458312	9.54924718313871	11.3356928634581	3.88021857243338	21.5336900342535	15.2442978641495	0.000785854209452118	1.10937497303942e-12	1.39279660746135e-10	1	1	1	229927	chloride channel accessory 3B	Clca3b	chr3	144822624	144849302
23844	4.49630835102469	-4.68266929467739	-1.32414682168685	5.06987895388879	-14.4655537653458	-1.3007000176297	4.31324003221637	2.62606719943697e-10	0.106841650400506	0.000338829882351712	-1	0	1	23844	chloride channel accessory 1	Clca1	chr3	145004537	145032776
229933	-0.185388683914947	2.31191245760062	7.4500385546203	8.2771403432984	8.87532457390279	16.2816577246263	11.6200059142045	1.5450191188618e-07	5.31016743298266e-11	5.11317778870984e-09	1	1	1	229933	chloride channel accessory 2	Clca2	chr3	145070265	145099041
52184	5.09179533949994	-0.643800373589277	-1.27204418165537	0.859756957772479	0	-1.82284098540958	0	0.976082038266839	0.0445204219646199	0.724073834069877	0	0	0	52184	outer dense fiber of sperm tails 2-like	Odf2l	chr3	145118589	145137376
229937	3.32537137873141	0.377776572049561	0.881343564421163	0.910734216834264	0	0	0	0.999983324797575	0.841559923872663	0.718850433594748	0	0	0	229937	zinc finger, HIT type 6	Znhit6	chr3	145576208	145605245
16007	9.31715557618836	0.238203611536468	1.78594438194791	2.6160400265129	0	4.24528875614693	7.76448458002429	0.998193748538242	0.0003798336164845	7.80215053872757e-07	0	1	1	16007	cysteine rich protein 61	Cyr61	chr3	145646971	145649985
100216343	-0.0607887849930505	-1.22279543924233	0.723453477026546	0.858189847056483	-0.882599354875683	0	0	0.195935798561189	0.805660648600314	0.633748403995419	0	0	0	100216343	predicted gene, 17501	Gm17501	NA	NA	NA
69219	0.0187335623693239	-3.11917792226955	-6.96170073459257	-5.89415340017529	-1.90389587839208	-6.08050292580351	-4.68583052198297	0.0396228424523689	1.27180731681112e-05	0.000165521051893374	0	-1	-1	69219	dimethylarginine dimethylaminohydrolase 1	Ddah1	chr3	145758692	145894277
12042	5.33362570203983	0.686414471374292	0.745997734068877	1.08776439907193	0	0	0.971403678100061	0.999380207463449	0.998412268465791	0.173648490134684	0	0	0	12042	B cell leukemia/lymphoma 10	Bcl10	chr3	145924262	145934364
66421	3.5244910230696	-0.0529845892285614	-0.0777452037801865	-0.517708867047907	0	0	0	0.9999996320523	0.999999383378514	0.998436752916445	0	0	0	66421	RIKEN cDNA 2410004B18 gene	2410004B18Rik	chr3	145938032	145944275
214804	4.97005514157404	0.924695414437297	1.33257519515235	0.653172126517939	0	2.80917358391584	0	0.727132560438331	0.00678540880879147	0.989671672877458	0	1	0	214804	synapse defective 1, Rho GTPase, homolog 2 (C. elegans)	Syde2	chr3	145987870	146021720
242253	3.59342716777087	-4.91478047872862	-7.44772716803412	-1.9739095002922	-6.90761368398315	-11.622857616325	-1.30938358272419	3.04184407095991e-06	5.03778299755723e-09	0.106022214927616	-1	-1	0	242253	WD repeat domain 63	Wdr63	chr3	146040526	146108036
68279	-0.170566849539433	-3.09437773078866	-0.944084204723208	2.73970316856453	-6.68894307843373	0	2.48704068992748	4.33744035204727e-06	0.55949520730663	0.0128604236787422	-1	0	1	68279	mucolipin 2	Mcoln2	chr3	146149833	146195512
65086	5.33217930116692	-1.09240609561415	-1.90973600583109	0.0119039713767828	-0.713705473972266	-7.93298573357384	0	0.243377872135417	6.04468939908623e-07	0.99999742035743	0	-1	0	65086	lysophosphatidic acid receptor 3	Lpar3	chr3	146220961	146286214
99167	6.25455358035893	0.100952910911382	0.647334040149611	0.583493301819557	0	0	0	0.999998394961187	0.996867243032971	0.99703315349165	0	0	0	99167	synovial sarcoma, X 2 interacting protein	Ssx2ip	chr3	146404642	146440137
74245	3.18984662310544	-0.0789774679333966	0.105837586246676	-0.654669226835342	0	0	0	0.999997004026074	0.99999294047013	0.978835555254821	0	0	0	74245	chitobiase, di-N-acetyl-	Ctbs	chr3	146450467	146465848
70951	2.04247979681948	-0.915970021772087	-1.09163166058378	-0.47172708437252	0	-0.366088095428237	0	0.627903699771847	0.359796947313458	0.932685127603336	0	0	0	70951	spermatogenesis associated 1	Spata1	chr3	146457203	146499753
14707	5.47411044963196	-0.850007314475296	-1.50437438322601	-0.842982728439969	0	-6.24834272083809	0	0.939735158988207	9.15787047551503e-06	0.933512800053749	0	-1	0	14707	guanine nucleotide binding protein (G protein), gamma 5	Gng5	chr3	146499836	146505543
70285	4.75068824877509	0.0249059936530127	0.605936111092061	0.0689741808697644	0	0	0	0.999999805457882	0.99769725915134	0.999997549312729	0	0	0	70285	ribosome production factor 1 homolog	Rpf1	chr3	146506346	146521423
22262	-0.7777611184743	-4.77488716604637	-4.32848398115788	1.20313483764263	-9.80366791377894	-8.39020522411844	0.336377071281492	4.45610000053595e-08	3.08503703580766e-07	0.371958815620624	-1	-1	0	22262	urate oxidase	Uox	chr3	146597149	146631483
18749	5.78113952161387	0.561154815416784	0.929833945150722	-0.154841061021624	0	0	0	0.999876118844697	0.792393985152972	0.999999889046512	0	0	0	18749	protein kinase, cAMP dependent, catalytic, beta	Prkacb	chr3	146729579	146770238
70892	4.5717108291359	-1.01792983737174	-0.842353551858442	-3.26171621640573	-0.117533230147957	0	-15.3027695871091	0.454026226076138	0.84480150252245	1.2160377852588e-10	0	0	-1	70892	tubulin tyrosine ligase-like family, member 7	Ttll7	chr3	146852367	146940256
99633	5.59763835636832	0.0108577585189797	0.137104988053544	0.874467436725741	0	0	0	0.999999993279257	0.999999959971023	0.85941701974878	0	0	0	99633	adhesion G protein-coupled receptor L2	Adgrl2	chr3	148815586	148823051
170757	0.826725574216199	-2.7423420318092	-11.0278416822442	-10.1141928980573	-0.878096681414954	-6.47759239584487	-5.80457451321584	0.236870717589795	6.96039893678239e-06	2.22677141829239e-05	0	-1	-1	170757	adhesion G protein-coupled receptor L4	Adgrl4	chr3	151437882	151545081
99899	2.92813790577196	-1.91322541509413	1.90869187287604	4.0902467145653	-6.57101442552704	4.45166774876542	7.08693860242875	5.28315991528945e-06	0.000253080420572519	2.26271930492828e-06	-1	1	1	99899	interferon-induced protein 44	Ifi44	chr3	151730923	151749959
19220	1.46971837515877	-5.26669176670085	-1.28718840550332	-2.00614168472958	-17.8820774422908	-0.993926964637523	-3.22023585752389	1.42492787195991e-11	0.168290627232654	0.00297222288292068	-1	0	-1	19220	prostaglandin F receptor	Ptgfr	chr3	151798610	151836023
54120	6.10974918753787	-2.2755671926236	-2.3379036302523	0.45610093465551	-10.7766157638071	-12.883674708544	0	1.31794336334681e-08	1.25036829133192e-09	0.998727184796566	-1	-1	0	54120	GIPC PDZ domain containing family, member 2	Gipc2	chr3	152093841	152108340
67035	6.80797996822756	-0.521736009169781	0.550093498879384	0.150675731192758	0	0	0	0.973777398961387	0.980638805208833	0.999017356975358	0	0	0	67035	DnaJ heat shock protein family (Hsp40) member B4	Dnajb4	chr3	152183871	152193845
51886	6.16736566572853	0.0719457655016074	-0.643971093698231	-0.697210659625303	0	0	0	0.999992925131485	0.992385284266219	0.96838944668907	0	0	0	51886	far upstream element (FUSE) binding protein 1	Fubp1	chr3	152210458	152220567
68810	2.91089892388577	-1.9753952950607	-1.86392029915944	-1.86575692847037	-3.81757551444732	-3.33699543331894	-2.88091714405512	0.000891082984731735	0.00234798865537557	0.00587988228861151	-1	-1	-1	68810	nexilin	Nexn	chr3	152236984	152255365
215708	5.01983262938008	-0.392851580172453	-0.660666957836608	-1.40494534093296	0	0	-2.68561731971173	0.999519953286807	0.986898904392804	0.00867322566762219	0	0	-1	215708	mitoguardin 1	Miga1	chr3	152273460	152340407
170822	6.83365180156339	-0.100701532636017	-0.0300169670423593	-1.44146968550594	0	0	-2.90965809472215	0.999985672654249	0.999999196505215	0.00555119800457619	0	0	-1	170822	ubiquitin specific peptidase 33	Usp33	chr3	152346478	152371905
108946	6.23784100996892	0.41519391190648	0.984739250107811	0.876590347648991	0	0	0	0.999994189487724	0.574176366277331	0.895653061959811	0	0	0	108946	zinc finger, ZZ domain containing 3	Zzz3	chr3	152395473	152462826
329777	5.24344717564874	-0.185758148993988	0.340153690224404	0.5527568579253	0	0	0	0.999999975308916	0.999999852845536	0.999885831234463	0	0	0	329777	phosphatidylinositol glycan anchor biosynthesis, class K	Pigk	chr3	152714100	152741164
20447	-0.819587340448902	-1.95322136468072	-7.0885149521282	-7.93866333236272	-0.865602246769251	-6.98221476252618	-7.8624493258965	0.209151786580341	2.76475607059838e-06	7.01625033799243e-07	0	-1	-1	20447	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	St6galnac3	chr3	153202509	153725133
19352	5.31073457417969	-0.0205798252545257	0.2761938106724	-0.00773529054425115	0	0	0	0.999999998996424	0.999999954389707	0.999999998915352	0	0	0	19352	Rab geranylgeranyl transferase, b subunit	Rabggtb	chr3	153907289	153910967
11364	6.65128315231861	-0.536354241079859	0.208065336269404	0.487959495136214	0	0	0	0.999997106215336	0.99999999935679	0.999998710240695	0	0	0	11364	acyl-Coenzyme A dehydrogenase, medium chain	Acadm	chr3	153922353	153944643
242259	-2.16955270411831	-5.36788986020729	-6.39690224885829	-1.7260747348877	-8.61807798696832	-11.0004482488657	-1.1277626367244	2.2366734743655e-07	1.02382040030696e-08	0.139269630300762	-1	-1	0	242259	solute carrier family 44, member 5	Slc44a5	chr3	153973436	154271720
209584	1.77881862700648	0.267119122515125	0.392896910599848	0.315240043491256	0	0	0	0.999901104258326	0.999343004889686	0.998388536679805	0	0	0	209584	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae)	Tyw3	chr3	154576520	154597098
12972	3.1841226696979	0.181335078458104	0.0337948637840515	-0.81027285992872	0	0	0	0.999999131388959	0.999999938251673	0.940329194105067	0	0	0	12972	crystallin, zeta	Cryz	chr3	154596711	154623182
209601	1.4350727670404	-4.27456423708869	-7.15590515757382	-2.00538007169436	-6.04511034250098	-11.8588308476155	-1.44565426308333	1.30941392137444e-05	3.84996966993448e-09	0.0851124967429912	-1	-1	0	209601	glutamate rich 3	Erich3	chr3	154711133	154749012
75540	4.02869444669586	-0.25894115244783	0.482255178576029	0.597332776054678	0	0	0	0.999980596911712	0.99921104107538	0.982219162708513	0	0	0	75540	fucose-1-phosphate guanylyltransferase	Fpgt	chr3	155084919	155093378
74435	0.915447022676011	-0.922103167413619	-2.01359513670399	-0.159634406173797	0	-3.31970591870595	0	0.591886134555561	0.002431456282678	0.971750453902667	0	-1	0	74435	leucine-rich repeats and IQ motif containing 3	Lrriq3	chr3	155093434	155102626
320840	-1.98174483268324	-2.10336458377021	-5.04486430631514	-6.04307900840289	-1.50860606448712	-6.57266000400094	-7.95080572800507	0.0768358976171852	5.31188094763375e-06	5.97424541797557e-07	0	-1	-1	320840	neuronal growth regulator 1	Negr1	chr3	156561794	157171829
53861	5.60323083215674	-0.0148106807120962	-0.560294320481102	-0.879016735138368	0	0	0	0.999944185292039	0.979815944994343	0.699897398639822	0	0	0	53861	zinc finger, RAN-binding domain containing 2	Zranb2	chr3	157534397	157548339
107869	2.392921259394	-0.134998999098583	0.240289410924212	-3.22233242489542	0	0	-14.0393601760706	0.999812707946513	0.998813008112386	3.93180258774505e-10	0	0	-1	107869	cystathionase (cystathionine gamma-lyase)	Cth	chr3	157894248	157925063
433667	5.46359732495602	0.163910332223429	0.675512872501158	0.162529665019607	0	0	0	0.999988707375236	0.988535197592065	0.999977909901191	0	0	0	433667	ankyrin repeat domain 13c	Ankrd13c	chr3	157947466	158006837
69207	6.96319383008491	0.145570526702971	-0.285485191629389	-0.460458371404961	0	0	0	0.999999590141726	0.999999335194089	0.999933215870735	0	0	0	69207	serine/arginine-rich splicing factor 11	Srsf11	chr3	158010493	158023211
67144	4.07022469478146	0.0782372320539553	0.760396027223559	0.153545400115291	0	0	0	0.999999696136957	0.968961360636935	0.99999195070614	0	0	0	67144	leucine rich repeat containing 40	Lrrc40	chr3	158036682	158067090
76131	-1.55462160754289	1.67786759920549	3.22334530379289	2.67447497141363	1.88004019242821	5.34015686058141	3.21545473794933	0.0401893698324261	4.65464031069899e-05	0.00300335358761802	0	1	1	76131	DEP domain containing 1a	Depdc1a	chr3	159495433	159529955
68151	7.86760467895726	0.842920260171754	1.6185840885451	0.333838876594895	0	4.95679071366581	0	0.853770907168041	9.54875875314815e-05	0.999838120012298	0	1	0	68151	wntless WNT ligand secretion mediator	Wls	chr3	159839695	159912460
72098	4.24772578255193	0.591077398638356	0.58671655771007	0.243670013795533	0	0	0	0.990701061886509	0.99238342762264	0.999621661910144	0	0	0	72098	transmembrane protein 68	Tmem68	chr4	3549041	3574768
116940	4.2355274197645	0.340300401406606	0.688928022587972	0.571900068526548	0	0	0	0.999044731943716	0.951392202671239	0.965669226467804	0	0	0	116940	trimethylguanosine synthase 1	Tgs1	chr4	3574879	3616623
17096	5.42346994227276	-0.514427039286442	-0.505590595941019	0.813372569037778	0	0	0	0.999986648082581	0.999996351238959	0.958966427074256	0	0	0	17096	LYN proto-oncogene, Src family tyrosine kinase	Lyn	chr4	3678121	3791612
67427	6.99094059421036	0.624600450681981	0.883664265983519	0.195890552417906	0	0	0	0.993460422026386	0.832396256127525	0.999987043405278	0	0	0	67427	ribosomal protein S20	Rps20	chr4	3831584	3835655
56711	1.64850885140614	0.398170986646504	2.71032737294585	4.34102382429213	0	8.6573572861262	9.17591747198025	0.999892897184515	2.09886596680525e-07	1.02364146250079e-07	0	1	1	56711	pleiomorphic adenoma gene 1	Plag1	chr4	3901158	3938405
66433	3.87364392729916	-0.32014638810646	0.323494399547161	-0.0585971306218118	0	0	0	0.999999265069371	0.999998200778101	0.999999834481204	0	0	0	66433	coiled-coil-helix-coiled-coil-helix domain containing 7	Chchd7	chr4	3938888	3943525
18619	0.257542471621109	0.755012008165048	2.67024628954332	2.57376705535263	0	5.25888938561436	3.76481644129765	0.849569480897794	5.4098093332658e-05	0.000990960147611212	0	1	1	18619	preproenkephalin	Penk	chr4	4133536	4138445
242291	6.18298473939838	0.216609220059802	0.623312668160847	0.629332661047717	0	0	0	0.997268889134636	0.949478639440956	0.918126862403642	0	0	0	242291	inositol monophosphatase domain containing 1	Impad1	chr4	4764351	4793306
242297	1.36477777149976	1.18636024481557	1.13476445969031	-1.18808146266802	1.02333961427814	0.753688544622811	-1.21279562394852	0.161471164506087	0.231558816978236	0.122312790385789	0	0	0	242297	family with sequence similarity 110, member B	Fam110b	chr4	5644179	5799944
68053	3.93543207840476	0.493080343090666	-0.211407041627787	0.365409856949464	0	0	0	0.996627946374203	0.999957232050701	0.996690733126269	0	0	0	68053	UBX domain protein 2B	Ubxn2b	chr4	6191105	6219788
53378	8.15482989643014	-0.327471475400891	-0.147017427343311	-0.601586668956502	0	0	0	0.999890961849883	0.999998280190958	0.994798878052633	0	0	0	53378	syndecan binding protein	Sdcbp	chr4	6365680	6396122
18201	6.34754398949659	-0.237636187057366	-0.812590014709056	-0.320414804034173	0	0	0	0.999999882293087	0.988862653519617	0.999999303748046	0	0	0	18201	neutral sphingomyelinase (N-SMase) activation associated factor	Nsmaf	chr4	6396208	6454271
252838	1.34196705279154	-0.36627874315486	0.536759344671375	0.0162614481231846	0	0	0	0.998776814419676	0.981923887105726	0.999905066125439	0	0	0	252838	thymocyte selection-associated high mobility group box	Tox	chr4	6687386	6990723
12319	7.8448842507981	-0.999772691596166	-0.240903934674284	-2.30563713996332	0	0	-7.89360712130806	0.500537543403403	0.999954531361774	6.41414904507201e-07	0	0	-1	12319	carbonic anhydrase 8	Car8	chr4	8141493	8239041
59021	7.15040085474809	-0.266065575751112	-0.00158712041752995	-0.425736457958097	0	0	0	0.999997082313551	0.999999999521606	0.99996033957452	0	0	0	59021	RAB2A, member RAS oncogene family	Rab2a	chr4	8535644	8607702
320790	4.97314119639683	0.405873366953271	0.495123138524455	0.985861562998053	0	0	0	0.999913090769008	0.999775044391104	0.538179192607384	0	0	0	320790	chromodomain helicase DNA binding protein 7	Chd7	chr4	8690406	8755906
65973	6.8689088780992	-0.117271320435543	1.10261221605905	2.11865518537888	0	0.690022603702038	6.13494362136823	0.999940473385352	0.250545767936756	1.11490120795004e-05	0	0	1	65973	aspartate-beta-hydroxylase	Asph	chr4	9449085	9669162
320152	2.15862076604572	-0.547748908591523	-2.91950836357179	-1.06993462182544	0	-8.12526309843731	-0.220691507224681	0.937109996011073	4.53739394895197e-07	0.414212874221452	0	-1	0	320152	RIKEN cDNA 4930412C18 gene	4930412C18Rik	chr4	9770585	9823411
67157	4.88754820514604	-0.4693104422642	-1.63218827369971	-1.37247787509991	0	-3.77601721315886	-1.9208121644713	0.993894898859589	0.000968659388423201	0.0373349448490496	0	-1	0	67157	RIKEN cDNA 2610301B20 gene	2610301B20Rik	chr4	10874498	10899423
